400A29D8,Initial/Latest kWh 0 / 2.6390,Normal,Last Reading: 2.6390 - 11/22/2022 11:55:36 AM,11/22/2022 11:55:55 AM,Connected,Magno Grid - E223,01.00.06
400A29DA,Initial/Latest kWh 0 / 3.41,Normal,Last Reading: 3.4100 - 11/22/2022 3:12:39 PM,11/22/2022 3:13:02 PM,Connected,Magno Grid - E223,01.00.03
400A29DC,Initial/Latest kWh 0 / 2.09,Normal,Last Reading: 2.0900 - 11/22/2022 10:53:35 AM,11/22/2022 10:53:59 AM,Connected,Magno Grid - E223,01.00.03
400A29DE,Initial/Latest kWh 0 / 2.6880,Normal,Last Reading: 2.6880 - 11/22/2022 12:55:37 PM,11/22/2022 12:55:57 PM,Connected,Magno Grid - E223,01.00.06
400A29E0,Initial/Latest kWh 0 /,Normal,Last Reading:,,Connected,Magno Grid - E223,01.00.03
400A29E2,Initial/Latest kWh 0 / 2.6760,Normal,Last Reading: 2.6760 - 11/22/2022 2:55:37 PM,11/22/2022 2:55:58 PM,Connected,Magno Grid - E223,01.00.06
400A29E4,Initial/Latest kWh 0 / 2.6980,Normal,Last Reading: 2.6980 - 11/22/2022 3:55:38 PM,11/22/2022 3:56:00 PM,Connected,Magno Grid - E223,01.00.06
400A29E6,Initial/Latest kWh 0 / 2.1140,Normal,Last Reading: 2.1140 - 11/22/2022 11:53:35 AM,11/22/2022 11:53:53 AM,Connected,Magno Grid - E223,01.00.03
400A29E8,Initial/Latest kWh 0 / 2.1560,Normal,Last Reading: 2.1560 - 11/22/2022 11:58:26 AM,11/22/2022 11:58:50 AM,Connected,Magno Grid - E223,01.00.03
400A29EA,Initial/Latest kWh 0 / 2.7160,Normal,Last Reading: 2.7160 - 11/22/2022 1:55:37 PM,11/22/2022 1:56:01 PM,Connected,Magno Grid - E223,01.00.06
400A29EC,Initial/Latest kWh 0 / 2.1310,Normal,Last Reading: 2.1310 - 11/22/2022 11:07:01 AM,11/22/2022 11:07:29 AM,Connected,Magno Grid - E223,01.00.03
400A29EE,Initial/Latest kWh 0 / 2.1740,Normal,Last Reading: 2.1740 - 11/22/2022 1:41:17 PM,11/22/2022 1:41:41 PM,Connected,Magno Grid - E223,01.00.03
400A29F0,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/22/2022 3:03:06 PM,11/22/2022 3:03:24 PM,Connected,Magno Grid - E223,01.00.03
400A29F2,Initial/Latest kWh 0 / 22.8080,Normal,Last Reading: 22.8080 - 11/22/2022 4:16:46 PM,11/22/2022 4:17:12 PM,Connected,Magno Grid - E223,01.00.03
400A29F4,Initial/Latest kWh 0 / 22.4560,Normal,Last Reading: 22.4560 - 11/22/2022 3:40:46 PM,11/22/2022 3:41:13 PM,Connected,Magno Grid - E223,01.00.03
400A29F8,Initial/Latest kWh 0 / 2.72,Normal,Last Reading: 2.7200 - 11/21/2022 3:08:22 PM,11/21/2022 3:08:37 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,Initial/Latest kWh 0 / 3.1980,Normal,Last Reading: 3.1980 - 11/21/2022 2:08:21 PM,11/21/2022 2:08:52 PM,Connected,Magno Grid - E223,01.00.03
400A29FE,Initial/Latest kWh 0 / 1.8570,Normal,Last Reading: 1.8570 - 11/22/2022 12:50:02 AM,11/22/2022 12:50:24 AM,Connected,Magno Grid - E223,01.00.03
400A2A00,Initial/Latest kWh 0 / 2.2020,Normal,Last Reading: 2.2020 - 11/22/2022 1:53:36 PM,11/22/2022 1:54:01 PM,Connected,Magno Grid - E223,01.00.03
400A2A02,Initial/Latest kWh 0 /,Normal,Last Reading:,,Connected,Magno Grid - E223,01.00.03
400A2A04,Initial/Latest kWh 0 / 1.0930,Normal,Last Reading: 1.0930 - 11/22/2022 2:03:52 PM,11/22/2022 2:04:11 PM,Connected,Magno Grid - E234,01.00.03
400A2A06,Initial/Latest kWh 0 / 1.1540,Normal,Last Reading: 1.1540 - 11/22/2022 3:33:53 PM,11/22/2022 3:34:14 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/22/2022 11:27:04 AM,11/22/2022 11:27:14 AM,Connected,Magno Grid - E234,01.00.03
400A2A0E,Initial/Latest kWh 0 / 3.3080,Normal,Last Reading: 3.3080 - 11/22/2022 2:53:36 PM,11/22/2022 2:54:07 PM,Connected,Magno Grid - E234,01.00.03
400A2A10,Initial/Latest kWh 0 / 4.6220,Normal,Last Reading: 4.6220 - 11/21/2022 5:08:22 AM,11/21/2022 5:08:38 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,Initial/Latest kWh 0 / 3.4150,Normal,Last Reading: 3.4150 - 11/22/2022 2:34:34 PM,11/22/2022 2:34:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A18,Initial/Latest kWh 0 / 1.18,Normal,Last Reading: 1.1800 - 11/22/2022 4:40:30 PM,11/22/2022 4:40:49 PM,Connected,Magno Grid - E234,01.00.03
400A2A1A,Initial/Latest kWh 0 / 3.2880,Normal,Last Reading: 3.2880 - 11/22/2022 1:04:34 PM,11/22/2022 1:04:51 PM,Connected,Magno Grid - E234,01.00.03
400A2A1C,Initial/Latest kWh 0 / 33.4050,Normal,Last Reading: 33.4050 - 11/22/2022 12:32:26 PM,11/22/2022 12:32:48 PM,Connected,Magno Grid - E234,01.00.03
400A2A1E,Initial/Latest kWh 0 / 3.2130,Normal,Last Reading: 3.2130 - 11/22/2022 12:10:30 PM,11/22/2022 12:10:57 PM,Connected,Magno Grid - E234,01.00.03
400A2A22,Initial/Latest kWh 0 / 3.39,Normal,Last Reading: 3.3900 - 11/22/2022 4:04:34 PM,11/22/2022 4:04:52 PM,Connected,Magno Grid - E234,01.00.03
400A2A24,Initial/Latest kWh 0 /,Normal,Last Reading:,,Disconnected,Magno Grid - E234,01.00.03
400A2A2A,Initial/Latest kWh 0 / 7.4390,Normal,Last Reading: 7.4390 - 11/21/2022 6:08:23 AM,11/21/2022 6:08:43 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,Initial/Latest kWh 0 / 3.2650,Normal,Last Reading: 3.2650 - 11/22/2022 12:58:46 PM,11/22/2022 12:59:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,Initial/Latest kWh 0 / 4.5350,Normal,Last Reading: 4.5350 - 11/22/2022 3:50:08 PM,11/22/2022 3:50:30 PM,Connected,Magno Grid - E234,01.00.03
400A2A32,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/22/2022 12:39:05 PM,11/22/2022 12:39:19 PM,Connected,Magno Grid - E234,01.00.03
400A2A34,Initial/Latest kWh 0 /,Normal,Last Reading: - 11/22/2022 1:51:05 PM,11/22/2022 1:51:27 PM,Connected,Magno Grid - E234,01.00.03
400A2A36,Initial/Latest kWh 0 / 3.2180,Normal,Last Reading: 3.2180 - 11/22/2022 11:58:46 AM,11/22/2022 11:59:01 AM,Connected,Magno Grid - E234,01.00.03
400A2A38,Initial/Latest kWh 0 / 3.3230,Normal,Last Reading: 3.3230 - 11/22/2022 4:58:45 PM,11/22/2022 4:59:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,Initial/Latest kWh 0 / 3.3070,Normal,Last Reading: 3.3070 - 11/22/2022 2:15:22 PM,11/22/2022 2:15:45 PM,Connected,Magno Grid - E234,01.00.03
400A2A46,Initial/Latest kWh 0 / 3.2960,Normal,Last Reading: 3.2960 - 11/22/2022 3:10:32 PM,11/22/2022 3:10:51 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,Initial/Latest kWh 0 / 3.2090,Normal,Last Reading: 3.2090 - 11/22/2022 1:51:47 PM,11/22/2022 1:51:56 PM,Connected,Magno Grid - E234,01.00.03
400A2A4A,Initial/Latest kWh 0 / 3.2830,Normal,Last Reading: 3.2830 - 11/22/2022 1:40:31 PM,11/22/2022 1:40:47 PM,Connected,Magno Grid - E234,01.00.03
400A2A4C,Initial/Latest kWh 0 / 2.2010,Normal,Last Reading: 2.2010 - 11/22/2022 12:53:36 PM,11/22/2022 12:54:03 PM,Connected,Magno Grid - E223,01.00.03
400A2A52,Initial/Latest kWh 0 /,Normal,Last Reading:,,Connected,Magno Grid - E223,01.00.03
400A2A54,Initial/Latest kWh 0 / 3.4880,Normal,Last Reading: 3.4880 - 11/22/2022 5:34:33 PM,11/22/2022 5:34:55 PM,Connected,Magno Grid - E234,01.00.03
